type_bien,adresse,localisation,superficie,date_construction,propriétaire
Appartement,"5 rue Réaumur, 75003 PARIS",6ème étage porte Gauche / Bât cour,33.62 m²,N/C,Mr KORMAN C/O Cabinet GLF
